day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region
11,6,2016,39.6,29.5,10.3,0.4,83.1,40.4,207.4,6.2,63.6,17.0,fire,Karnataka
3,6,2015,22.1,70.0,19.5,5.2,45.0,10.9,45.1,3.4,14.5,1.7,not fire,Andhra Pradesh
27,7,2015,36.4,37.6,19.6,0.0,94.2,8.4,38.2,11.1,64.9,25.3,fire,Andhra Pradesh
7,6,2015,27.4,73.5,24.6,6.0,33.6,21.9,34.2,2.9,6.9,2.6,not fire,Andhra Pradesh
2,7,2016,38.2,24.7,11.2,0.0,85.9,21.8,67.8,2.8,53.7,22.3,fire,Andhra Pradesh
12,8,2016,35.3,80.6,20.9,5.4,45.2,14.9,17.6,1.7,16.8,0.3,not fire,Andhra Pradesh
7,8,2015,29.0,81.3,27.8,3.3,78.8,15.3,31.4,3.4,3.3,1.7,not fire,Andhra Pradesh
16,8,2016,32.4,33.2,16.6,0.0,81.0,10.1,208.7,6.4,14.3,3.3,fire,Andhra Pradesh
4,9,2016,26.0,72.9,26.1,8.4,35.7,24.5,32.1,3.2,2.2,0.7,not fire,Andhra Pradesh
12,7,2015,34.1,62.8,18.5,9.0,79.2,5.0,25.4,2.5,7.6,2.7,not fire,Karnataka
27,8,2016,31.0,68.7,18.5,10.1,55.8,1.6,8.0,2.0,19.4,2.6,not fire,Andhra Pradesh
